clip,time,rootX,rootY,rootZ,rootYaw,headX,headY,headZ,hipsX,hipsY,hipsZ,meshMinY
LS_Zombie_Death,0.8666667,0,0,0,0,-0.02168517,0.3900133,-1.603128,-0.02618713,0.393815,-1.013024,0.004999995
LS_Zombie_Death,0.8777778,0,0,0,0,-0.02213942,0.3862065,-1.602917,-0.02664138,0.3900082,-1.012813,0.003528118
LS_Zombie_Death,0.8888889,0,0,0,0,-0.02268434,0.3839645,-1.602307,-0.0271863,0.3877662,-1.012203,0.004155278
LS_Zombie_Death,0.9,0,0,0,0,-0.02332051,0.3813731,-1.60129,-0.02782248,0.3851748,-1.011186,0.004999876
LS_Zombie_Death,0.9111111,0,0,0,0,-0.02375998,0.3737423,-1.601018,-0.02826194,0.377544,-1.010915,0.004454017
LS_Zombie_Death,0.9222223,0,0,0,0,-0.02426028,0.3662031,-1.600497,-0.02876224,0.3700048,-1.010394,0.004125357
LS_Zombie_Death,0.9333333,0,0,0,0,-0.02481887,0.3597446,-1.599729,-0.02932083,0.3635463,-1.009626,0.004999876
LS_Zombie_Death,0.9444445,0,0,0,0,-0.02474061,0.3570572,-1.599757,-0.02924258,0.3608589,-1.009654,0.004229784
LS_Zombie_Death,0.9555556,0,0,0,0,-0.02466108,0.3550172,-1.599779,-0.02916304,0.3588189,-1.009676,0.004662752
LS_Zombie_Death,0.9666667,0,0,0,0,-0.02458032,0.3616249,-1.599795,-0.02908228,0.3654266,-1.009692,0.004999876
LS_Zombie_Death,0.9777778,0,0,0,0,-0.02453033,0.3669049,-1.599761,-0.02903229,0.3707065,-1.009657,0.005054951
LS_Zombie_Death,0.9888889,0,0,0,0,-0.02448145,0.3717853,-1.599722,-0.02898341,0.375587,-1.009618,0.005014181
LS_Zombie_Death,1,0,0,0,0,-0.02443353,0.3763672,-1.599678,-0.02893549,0.3801689,-1.009574,0.004999995
LS_Zombie_Death,1.011111,0,0,0,0,-0.0244596,0.3783342,-1.599649,-0.02896157,0.3821359,-1.009545,0.004998326
LS_Zombie_Death,1.022222,0,0,0,0,-0.02448495,0.3802554,-1.599619,-0.02898691,0.3840571,-1.009516,0.00502336
LS_Zombie_Death,1.033333,0,0,0,0,-0.02450952,0.3839163,-1.599588,-0.02901148,0.387718,-1.009485,0.005000234
LS_Zombie_Death,1.044444,0,0,0,0,-0.0245623,0.3883369,-1.599543,-0.02906426,0.3921386,-1.00944,0.004995346
LS_Zombie_Death,1.055556,0,0,0,0,-0.0246159,0.392527,-1.599496,-0.02911786,0.3963286,-1.009393,0.004941821
LS_Zombie_Death,1.066667,0,0,0,0,-0.0246703,0.3966366,-1.599447,-0.02917226,0.4004382,-1.009344,0.004999995
LS_Zombie_Death,1.077778,0,0,0,0,-0.02467096,0.3965622,-1.599446,-0.02917292,0.4003639,-1.009342,0.004925609
LS_Zombie_Death,1.088889,0,0,0,0,-0.0246718,0.3965986,-1.599444,-0.02917376,0.4004003,-1.009341,0.004961967
LS_Zombie_Death,1.1,0,0,0,0,-0.02467284,0.3966366,-1.599443,-0.0291748,0.4004382,-1.009339,0.004999995
LS_Zombie_Death,1.111111,0,0,0,0,-0.02467309,0.3966354,-1.599442,-0.02917505,0.4004371,-1.009338,0.004998803
LS_Zombie_Death,1.122222,0,0,0,0,-0.02467335,0.3966357,-1.599442,-0.02917531,0.4004374,-1.009338,0.004999042
LS_Zombie_Death,1.133333,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.144444,0,0,0,0,-0.02467364,0.3966362,-1.599441,-0.0291756,0.4004379,-1.009338,0.004999638
LS_Zombie_Death,1.155556,0,0,0,0,-0.02467364,0.3966364,-1.599441,-0.0291756,0.4004381,-1.009338,0.004999876
LS_Zombie_Death,1.166667,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.177778,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.188889,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.2,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.211111,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.222222,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.233333,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.244444,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.255556,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.266667,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.277778,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.288889,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.3,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.311111,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.322222,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
LS_Zombie_Death,1.333333,0,0,0,0,-0.02467364,0.3966366,-1.599441,-0.0291756,0.4004383,-1.009338,0.004999995
