EmptyReload,1,(0.00162, -0.00227, -0.00017)
EmptyReload,1.055556,(0.00145, -0.00229, 0.00001)
EmptyReload,1.111111,(0.00124, -0.00196, -0.00018)
EmptyReload,1.166667,(0.00100, -0.00141, -0.00057)
EmptyReload,1.222222,(0.00076, -0.00081, -0.00101)
EmptyReload,1.277778,(0.00054, -0.00034, -0.00136)
EmptyReload,1.333333,(0.00036, -0.00005, -0.00157)
EmptyReload,1.388889,(0.00022, 0.00012, -0.00163)
EmptyReload,1.444444,(0.00010, 0.00026, -0.00158)
EmptyReload,1.5,(0.00000, 0.00039, -0.00140)
EmptyReload,1.555555,(-0.00002, 0.00050, -0.00119)
EmptyReload,1.611111,(-0.00001, 0.00058, -0.00110)
EmptyReload,1.666667,(0.00000, 0.00062, -0.00107)
EmptyReload,1.722222,(0.00000, 0.00062, -0.00107)
EmptyReload,1.777778,(0.00000, 0.00062, -0.00107)
EmptyReload,1.833333,(0.00000, 0.00062, -0.00107)
EmptyReload,1.888889,(0.00000, 0.00062, -0.00107)
EmptyReload,1.944444,(0.00000, 0.00062, -0.00107)
EmptyReload,2,(0.00000, 0.00062, -0.00107)
EmptyReload,2.055556,(0.00000, 0.00062, -0.00107)
EmptyReload,2.111111,(0.00000, 0.00062, -0.00107)
EmptyReload,2.166667,(0.00000, 0.00062, -0.00107)
EmptyReload,2.222222,(0.00000, 0.00062, -0.00107)
EmptyReload,2.277778,(0.00000, 0.00062, -0.00107)
EmptyReload,2.333333,(0.00000, 0.00062, -0.00107)
EmptyReload,2.388889,(0.00000, 0.00062, -0.00107)
EmptyReload,2.444444,(0.00000, 0.00062, -0.00107)
EmptyReload,2.5,(0.00000, 0.00062, -0.00107)
EmptyReload,2.555556,(0.00000, 0.00062, -0.00107)
EmptyReload,2.611111,(0.00000, 0.00062, -0.00107)
EmptyReload,2.666667,(0.00000, 0.00062, -0.00107)
EmptyReload,2.722222,(0.00000, 0.00062, -0.00107)
EmptyReload,2.777778,(0.00000, 0.00062, -0.00107)
EmptyReload,2.833333,(0.00000, 0.00062, -0.00107)
EmptyReload,2.888889,(0.00000, 0.00062, -0.00107)
EmptyReload,2.944444,(0.00000, 0.00062, -0.00107)
EmptyReload,3,(0.00000, 0.00062, -0.00107)
EmptyReload,3.055556,(0.00000, 0.00062, -0.00107)
EmptyReload,3.111111,(0.00000, 0.00062, -0.00107)
EmptyReload,3.166667,(0.00000, 0.00062, -0.00107)
EmptyReload,3.222222,(0.00000, 0.00062, -0.00107)
EmptyReload,3.277778,(0.00000, 0.00062, -0.00107)
EmptyReload,3.333333,(0.00000, 0.00062, -0.00107)
