Reload,0,(0.00000, 0.00062, -0.00107)
Reload,0.04166667,(0.00000, 0.00062, -0.00107)
Reload,0.08333334,(0.00000, 0.00062, -0.00107)
Reload,0.125,(0.00000, 0.00062, -0.00107)
Reload,0.1666667,(0.00000, 0.00062, -0.00107)
Reload,0.2083333,(0.00000, 0.00062, -0.00107)
Reload,0.25,(0.00000, 0.00062, -0.00107)
Reload,0.2916667,(0.00000, 0.00062, -0.00107)
Reload,0.3333333,(0.00000, 0.00062, -0.00107)
Reload,0.375,(0.00000, 0.00062, -0.00107)
Reload,0.4166667,(0.00000, 0.00062, -0.00107)
Reload,0.4583333,(0.00000, 0.00058, -0.00110)
Reload,0.5,(0.00001, 0.00048, -0.00117)
Reload,0.5416667,(0.00004, 0.00033, -0.00128)
Reload,0.5833333,(0.00010, 0.00013, -0.00142)
Reload,0.625,(0.00020, -0.00010, -0.00157)
Reload,0.6666667,(0.00044, -0.00034, -0.00174)
Reload,0.7083333,(0.00085, -0.00059, -0.00188)
Reload,0.75,(0.00130, -0.00081, -0.00198)
Reload,0.7916667,(0.00166, -0.00101, -0.00199)
Reload,0.8333333,(0.00181, -0.00115, -0.00190)
Reload,0.875,(0.00180, -0.00135, -0.00160)
Reload,0.9166667,(0.00176, -0.00168, -0.00112)
Reload,0.9583333,(0.00171, -0.00201, -0.00059)
Reload,1,(0.00162, -0.00227, -0.00017)
Reload,1.041667,(0.00150, -0.00235, 0.00003)
Reload,1.083333,(0.00136, -0.00218, -0.00003)
Reload,1.125,(0.00118, -0.00184, -0.00025)
Reload,1.166667,(0.00100, -0.00141, -0.00057)
Reload,1.208333,(0.00082, -0.00095, -0.00091)
Reload,1.25,(0.00064, -0.00054, -0.00121)
Reload,1.291667,(0.00049, -0.00025, -0.00144)
Reload,1.333333,(0.00036, -0.00005, -0.00157)
Reload,1.375,(0.00025, 0.00008, -0.00163)
Reload,1.416667,(0.00015, 0.00019, -0.00162)
Reload,1.458333,(0.00007, 0.00030, -0.00156)
Reload,1.5,(0.00000, 0.00039, -0.00140)
Reload,1.541667,(-0.00003, 0.00047, -0.00122)
Reload,1.583333,(-0.00002, 0.00055, -0.00113)
Reload,1.625,(-0.00001, 0.00060, -0.00109)
Reload,1.666667,(0.00000, 0.00062, -0.00107)
Reload,1.708333,(0.00000, 0.00062, -0.00107)
Reload,1.75,(0.00000, 0.00062, -0.00107)
Reload,1.791667,(0.00000, 0.00062, -0.00107)
Reload,1.833333,(0.00000, 0.00062, -0.00107)
Reload,1.875,(0.00000, 0.00062, -0.00107)
Reload,1.916667,(0.00000, 0.00062, -0.00107)
Reload,1.958333,(0.00000, 0.00062, -0.00107)
Reload,2,(0.00000, 0.00062, -0.00107)
Reload,2.041667,(0.00000, 0.00062, -0.00107)
Reload,2.083333,(0.00000, 0.00062, -0.00107)
Reload,2.125,(0.00000, 0.00062, -0.00107)
Reload,2.166667,(0.00000, 0.00062, -0.00107)
Reload,2.208333,(0.00000, 0.00062, -0.00107)
Reload,2.25,(0.00000, 0.00062, -0.00107)
Reload,2.291667,(0.00000, 0.00062, -0.00107)
Reload,2.333333,(0.00000, 0.00062, -0.00107)
Reload,2.375,(0.00000, 0.00062, -0.00107)
Reload,2.416667,(0.00000, 0.00062, -0.00107)
Reload,2.458333,(0.00000, 0.00062, -0.00107)
Reload,2.5,(0.00000, 0.00062, -0.00107)
EmptyReload,0,(0.00000, 0.00062, -0.00107)
EmptyReload,0.05555556,(0.00000, 0.00062, -0.00107)
EmptyReload,0.1111111,(0.00000, 0.00062, -0.00107)
EmptyReload,0.1666667,(0.00000, 0.00062, -0.00107)
EmptyReload,0.2222222,(0.00000, 0.00062, -0.00107)
EmptyReload,0.2777778,(0.00000, 0.00062, -0.00107)
EmptyReload,0.3333333,(0.00000, 0.00062, -0.00107)
EmptyReload,0.3888889,(0.00000, 0.00062, -0.00107)
EmptyReload,0.4444444,(0.00000, 0.00059, -0.00109)
EmptyReload,0.5,(0.00001, 0.00048, -0.00117)
EmptyReload,0.5555555,(0.00006, 0.00026, -0.00133)
EmptyReload,0.6111111,(0.00017, -0.00002, -0.00152)
EmptyReload,0.6666666,(0.00044, -0.00034, -0.00174)
EmptyReload,0.7222222,(0.00100, -0.00066, -0.00192)
EmptyReload,0.7777777,(0.00154, -0.00094, -0.00199)
EmptyReload,0.8333333,(0.00181, -0.00115, -0.00190)
EmptyReload,0.8888889,(0.00178, -0.00146, -0.00144)
EmptyReload,0.9444444,(0.00173, -0.00190, -0.00077)
