clip,time,rootX,rootY,rootZ,rootYaw,hipsY,headY,leftFootX,leftFootY,leftFootZ,rightFootX,rightFootY,rightFootZ,leftHandZ,rightHandZ,meshMinY,meshMaxY
Zombie@Idle01,0.9922223,0,0,0,0,0.8375776,1.311862,-0.2627382,0.1096061,0.1025257,0.2568798,0.1183827,-0.2165464,0.6069201,0.6139531,0.003349006,1.511509
Zombie@Idle01,1.013333,0,0,0,0,0.8382701,1.311557,-0.2619433,0.1101126,0.1028738,0.2562604,0.1180395,-0.2160121,0.604907,0.6142719,0.00422433,1.511525
Zombie@Idle01,1.034445,0,0,0,0,0.8390003,1.311375,-0.2610886,0.1106171,0.1031938,0.2555968,0.1177383,-0.2155077,0.6028684,0.6144923,0.005095512,1.511638
Zombie@Idle01,1.055556,0,0,0,0,0.8398087,1.311501,-0.2601151,0.1110676,0.1034391,0.2548956,0.1175116,-0.2150801,0.60087,0.6145853,0.005902231,1.512031
Zombie@Idle01,1.076667,0,0,0,0,0.8406549,1.311748,-0.2590737,0.1115007,0.1036532,0.2541563,0.1173355,-0.2146874,0.598861,0.6145619,0.006686419,1.512522
Zombie@Idle01,1.097778,0,0,0,0,0.8415419,1.312132,-0.2579575,0.1119109,0.1038315,0.2533751,0.1172124,-0.2143365,0.5968497,0.6144269,0.007440686,1.513129
Zombie@Idle01,1.118889,0,0,0,0,0.8424916,1.312763,-0.2567296,0.1122517,0.1039432,0.2525738,0.117173,-0.2140591,0.5948843,0.6141356,0.008110613,1.513956
Zombie@Idle01,1.14,0,0,0,0,0.8434682,1.313478,-0.2554371,0.1125791,0.104027,0.2517335,0.1171761,-0.2138121,0.5929052,0.613735,0.00875774,1.514847
Zombie@Idle01,1.161111,0,0,0,0,0.8444874,1.314356,-0.2540492,0.1128684,0.1040554,0.2508706,0.1172348,-0.2136146,0.5909447,0.6131648,0.009349912,1.515878
Zombie@Idle01,1.182222,0,0,0,0,0.8455475,1.315401,-0.2525613,0.1131268,0.1040123,0.2500173,0.1173439,-0.2134721,0.5890191,0.6123608,0.00988701,1.517052
Zombie@Idle01,1.203333,0,0,0,0,0.846629,1.316521,-0.251006,0.1133826,0.1039348,0.2491322,0.1174839,-0.2133535,0.5870866,0.6114175,0.01040673,1.518279
Zombie@Idle01,1.224445,0,0,0,0,0.8477425,1.317819,-0.2493484,0.1135927,0.1037754,0.2482218,0.1176554,-0.2132742,0.5852249,0.6102102,0.010851,1.51966
Zombie@Idle01,1.245556,0,0,0,0,0.8488737,1.319221,-0.2476208,0.1137841,0.1035639,0.2472896,0.1178587,-0.2132274,0.5834033,0.6088185,0.01125407,1.521123
Zombie@Idle01,1.266667,0,0,0,0,0.8500182,1.320688,-0.2458311,0.1139726,0.1033194,0.2463249,0.1180905,-0.2132011,0.5815902,0.6072879,0.01163834,1.522629
Zombie@Idle01,1.287778,0,0,0,0,0.8511801,1.322353,-0.2439604,0.1141037,0.1029735,0.2453742,0.11836,-0.2132349,0.5799177,0.6054534,0.01192388,1.524308
Zombie@Idle01,1.308889,0,0,0,0,0.8523453,1.324077,-0.2420421,0.1142329,0.1025938,0.2443926,0.1186557,-0.2132911,0.5782709,0.6034862,0.01218882,1.526024
Zombie@Idle01,1.33,0,0,0,0,0.8535154,1.325897,-0.2400702,0.1143456,0.1021603,0.2433951,0.1189804,-0.2133812,0.576687,0.6013398,0.01241049,1.527814
Zombie@Idle01,1.351111,0,0,0,0,0.8546807,1.327873,-0.2380606,0.114423,0.1016396,0.2424023,0.1193344,-0.2135251,0.5752401,0.5989542,0.01255718,1.529735
Zombie@Idle01,1.372222,0,0,0,0,0.8558426,1.32991,-0.2360156,0.1145016,0.1010827,0.2413857,0.1197143,-0.2136948,0.5738319,0.59644,0.01268378,1.531696
Zombie@Idle01,1.393333,0,0,0,0,0.8569938,1.332084,-0.2339489,0.1145571,0.1004492,0.2403703,0.1201212,-0.2139159,0.5725477,0.593722,0.01275024,1.533773
Zombie@Idle01,1.414445,0,0,0,0,0.8581284,1.334396,-0.2318786,0.1145994,0.0997428,0.2393516,0.1205533,-0.2141896,0.5713829,0.5908258,0.0127672,1.535964
Zombie@Idle01,1.435556,0,0,0,0,0.8592546,1.336784,-0.2297872,0.1146465,0.09899596,0.238319,0.1210141,-0.2144974,0.5702639,0.5878038,0.01276404,1.53839
Zombie@Idle01,1.456667,0,0,0,0,0.8603563,1.339408,-0.227723,0.1146737,0.09813017,0.2373012,0.1215142,-0.2149084,0.5692825,0.5845743,0.01268587,1.541142
Zombie@Idle01,1.477778,0,0,0,0,0.861425,1.342156,-0.2257031,0.1147076,0.09721551,0.2362718,0.1220078,-0.2153287,0.5685235,0.5812073,0.01259518,1.543995
Zombie@Idle01,1.498889,0,0,0,0,0.8624831,1.345009,-0.223677,0.1147458,0.0962436,0.2352437,0.1225445,-0.2158172,0.5677961,0.5777162,0.01247251,1.546933
Zombie@Idle01,1.52,0,0,0,0,0.8634876,1.348062,-0.2217645,0.1147761,0.09516279,0.2342316,0.1230915,-0.2163931,0.5673485,0.5740799,0.01229411,1.550045
Zombie@Idle01,1.541111,0,0,0,0,0.8644684,1.351167,-0.2198819,0.1148191,0.09404946,0.2332196,0.1236569,-0.2170039,0.5669974,0.5703549,0.01210475,1.553186
Zombie@Idle01,1.562222,0,0,0,0,0.8654096,1.354367,-0.2180773,0.1148672,0.09287918,0.2322202,0.1242341,-0.2176681,0.5668221,0.566533,0.01188955,1.556397
Zombie@Idle01,1.583333,0,0,0,0,0.8662912,1.357659,-0.2164181,0.1149214,0.09164775,0.2312375,0.1248086,-0.2183929,0.5668837,0.5626519,0.01164797,1.559672
Zombie@Idle01,1.604445,0,0,0,0,0.8671439,1.360973,-0.214814,0.1149886,0.0903944,0.2302702,0.1253978,-0.2191496,0.5670487,0.558705,0.01139939,1.562943
Zombie@Idle01,1.625556,0,0,0,0,0.8679307,1.364341,-0.2133856,0.1150655,0.08909223,0.2293288,0.1259785,-0.2199628,0.5674537,0.554735,0.0111326,1.566242
Zombie@Idle01,1.646667,0,0,0,0,0.868667,1.367726,-0.2120893,0.1151503,0.08766901,0.2284161,0.1265611,-0.2208104,0.5680464,0.550769,0.01081771,1.569529
Zombie@Idle01,1.667778,0,0,0,0,0.8693619,1.371094,-0.2109129,0.1152593,0.08643091,0.2275325,0.1271443,-0.2217035,0.5687284,0.5467487,0.01058471,1.572774
Zombie@Idle01,1.688889,0,0,0,0,0.8699705,1.374475,-0.2099854,0.1153773,0.08507202,0.2266735,0.1277026,-0.2226353,0.5697066,0.5428269,0.01030645,1.576
Zombie@Idle01,1.71,0,0,0,0,0.8705382,1.377825,-0.2091625,0.1155081,0.08371722,0.2258273,0.1282618,-0.2235869,0.5708048,0.5389214,0.01003084,1.579169
Zombie@Idle01,1.731111,0,0,0,0,0.8710593,1.381147,-0.2084638,0.1156506,0.08236554,0.2249965,0.1288163,-0.2245594,0.5720419,0.5350418,0.009758085,1.582281
Zombie@Idle01,1.752222,0,0,0,0,0.8714916,1.384429,-0.2080259,0.1158055,0.08103209,0.2241711,0.1293348,-0.2255513,0.573526,0.5313306,0.009493709,1.585321
Zombie@Idle01,1.773333,0,0,0,0,0.8718873,1.387663,-0.2076893,0.1159702,0.07971787,0.2233648,0.1298536,-0.2265575,0.5751014,0.5276495,0.009235382,1.588287
Zombie@Idle01,1.794445,0,0,0,0,0.8722169,1.390843,-0.2075525,0.1161451,0.07843154,0.2225716,0.1303514,-0.2275773,0.5768453,0.5240968,0.008986652,1.591168
Zombie@Idle01,1.815556,0,0,0,0,0.8724756,1.39395,-0.2076343,0.1163236,0.07719386,0.2218029,0.1308207,-0.2286021,0.5787533,0.5207229,0.008747727,1.593964
Zombie@Idle01,1.836667,0,0,0,0,0.8726987,1.396991,-0.2078249,0.1165063,0.07598645,0.2210655,0.1312885,-0.229635,0.5807358,0.5174006,0.008514017,1.596921
Zombie@Idle01,1.857778,0,0,0,0,0.8728432,1.399923,-0.2082624,0.1166813,0.0748471,0.2203793,0.1317199,-0.2306618,0.5828799,0.5143294,0.00828591,1.599726
Zombie@Idle01,1.878889,0,0,0,0,0.8729398,1.402767,-0.2088416,0.1168483,0.07376152,0.2197403,0.1321387,-0.2316858,0.5851053,0.5114052,0.008058429,1.602407
Zombie@Idle01,1.9,0,0,0,0,0.8730037,1.405537,-0.2095195,0.117012,0.07271451,0.2191401,0.1325555,-0.2327122,0.5873798,0.5085487,0.007833958,1.604977
Zombie@Idle01,1.921111,0,0,0,0,0.8729848,1.408204,-0.210424,0.1171451,0.07176742,0.218588,0.13293,-0.2337129,0.5897841,0.5060622,0.00760296,1.607397
Zombie@Idle01,1.942222,0,0,0,0,0.8729383,1.410803,-0.2113952,0.1172712,0.07085972,0.218072,0.1333009,-0.2347068,0.592203,0.5036592,0.007372797,1.609715
Zombie@Idle01,1.963333,0,0,0,0,0.8728497,1.413322,-0.2124682,0.1173844,0.07000589,0.2175968,0.1336555,-0.2356836,0.5946535,0.5014203,0.007142693,1.611913
Zombie@Idle01,1.984445,0,0,0,0,0.8726999,1.415738,-0.2136695,0.1174773,0.06922444,0.2171803,0.1339673,-0.2366165,0.5971294,0.4995106,0.006912231,1.613966
Zombie@Idle01,2.005556,0,0,0,0,0.872538,1.418095,-0.2148577,0.1175593,0.06815904,0.2167954,0.1342862,-0.2375081,0.5996118,0.4977168,0.006557822,1.615925
Zombie@Idle01,2.026667,0,0,0,0,0.8723121,1.420336,-0.2162003,0.1176268,0.06747659,0.21647,0.1345609,-0.2383869,0.6020555,0.4961725,0.006326884,1.617907
Zombie@Idle01,2.047778,0,0,0,0,0.872036,1.422462,-0.2177007,0.1176954,0.06717508,0.2161938,0.1348046,-0.2392626,0.6044322,0.494812,0.006239563,1.620261
Zombie@Idle01,2.068889,0,0,0,0,0.8717324,1.424515,-0.219122,0.1177136,0.06662562,0.215975,0.1350471,-0.2400872,0.6067888,0.4936541,0.005992651,1.622529
Zombie@Idle01,2.09,0,0,0,0,0.8713783,1.426435,-0.2206449,0.1177141,0.06614359,0.2158202,0.1352629,-0.2408669,0.6090793,0.4928446,0.005749851,1.624652
Zombie@Idle01,2.111111,0,0,0,0,0.8709958,1.428253,-0.2221935,0.1177013,0.06570384,0.2157192,0.1354682,-0.2416149,0.6112954,0.4921863,0.005503416,1.626654
Zombie@Idle01,2.132222,0,0,0,0,0.8705873,1.429974,-0.223765,0.1176772,0.06530215,0.215663,0.1356642,-0.2423331,0.6134405,0.4916421,0.005254984,1.628541
Zombie@Idle01,2.153333,0,0,0,0,0.8701242,1.43153,-0.225369,0.1176196,0.06495719,0.2157145,0.1358213,-0.2429812,0.6154701,0.4915031,0.004983962,1.630247
Zombie@Idle01,2.174445,0,0,0,0,0.8696415,1.432986,-0.2269755,0.1175552,0.06463997,0.2158114,0.1359739,-0.2436001,0.6174167,0.4914406,0.00471139,1.631832
Zombie@Idle01,2.195556,0,0,0,0,0.8691251,1.434311,-0.2285903,0.1174718,0.0643638,0.2159791,0.13611,-0.244175,0.6192652,0.4915959,0.004428089,1.633266
