clip,time,rootX,rootY,rootZ,rootYaw,hipsY,headY,leftFootX,leftFootY,leftFootZ,rightFootX,rightFootY,rightFootZ,leftHandZ,rightHandZ,meshMinY,meshMaxY
Zombie@Idle01,2.216667,0,0,0,0,0.8685662,1.435474,-0.2302074,0.1173584,0.06413831,0.2162428,0.1362285,-0.2447019,0.6209772,0.4920349,0.004122257,1.634517
Zombie@Idle01,2.237778,0,0,0,0,0.8679876,1.43653,-0.2318186,0.117238,0.06394298,0.2165499,0.136346,-0.2452012,0.6225958,0.4925444,0.003815442,1.63564
Zombie@Idle01,2.258889,0,0,0,0,0.8673666,1.437414,-0.2334244,0.1170871,0.06380269,0.2169543,0.1364478,-0.2456508,0.6240698,0.493337,0.003487945,1.636571
Zombie@Idle01,2.28,0,0,0,0,0.8667136,1.438148,-0.2350199,0.1169153,0.06371125,0.2174356,0.1365419,-0.2460586,0.6254089,0.4943071,0.003148228,1.63733
Zombie@Idle01,2.301111,0,0,0,0,0.86604,1.438768,-0.236603,0.1167366,0.06365361,0.2179583,0.1366357,-0.2464356,0.6266514,0.4953529,0.002808899,1.638293
Zombie@Idle01,2.322222,0,0,0,0,0.8653153,1.439167,-0.2381704,0.1165168,0.06367217,0.21861,0.1367128,-0.2467514,0.6277016,0.4967254,0.002442002,1.639067
Zombie@Idle01,2.343333,0,0,0,0,0.864567,1.439432,-0.2397203,0.1162874,0.06373302,0.2193145,0.1367899,-0.2470319,0.6286418,0.4981812,0.002073795,1.639673
Zombie@Idle01,2.364445,0,0,0,0,0.8637914,1.439552,-0.2412517,0.1160456,0.06383964,0.2200782,0.1368663,-0.247275,0.6294648,0.49976,0.00170204,1.6401
Zombie@Idle01,2.385556,0,0,0,0,0.8629656,1.439431,-0.2427575,0.1157637,0.06402735,0.2209699,0.1369312,-0.2474577,0.63016,0.5015849,0.001304328,1.640238
Zombie@Idle01,2.406667,0,0,0,0,0.862117,1.439174,-0.244241,0.1154757,0.0642567,0.2219039,0.1369985,-0.2476073,0.6308061,0.5034735,0.0009090602,1.640208
Zombie@Idle01,2.427778,0,0,0,0,0.8612287,1.43871,-0.2456981,0.1151632,0.06455281,0.2229276,0.1370625,-0.2477086,0.631395,0.5055224,0.0005018413,1.63993
Zombie@Idle01,2.448889,0,0,0,0,0.8602948,1.438007,-0.2471276,0.1148212,0.0649247,0.2240546,0.1371206,-0.2477572,0.6319375,0.5077163,7.843971E-05,1.639369
Zombie@Idle01,2.47,0,0,0,0,0.8593348,1.437145,-0.2485297,0.1144743,0.06534305,0.2252218,0.1371837,-0.2477721,0.6324375,0.5099846,-0.000341177,1.63862
Zombie@Idle01,2.491111,0,0,0,0,0.858316,1.435982,-0.2499009,0.114088,0.06585325,0.2265143,0.137238,-0.2477261,0.6328994,0.5124112,-0.0007838011,1.637524
Zombie@Idle01,2.512223,0,0,0,0,0.8572536,1.434609,-0.251248,0.1136865,0.06642076,0.2278766,0.1372941,-0.2476457,0.6333317,0.514926,-0.001230776,1.636357
Zombie@Idle01,2.533334,0,0,0,0,0.8561259,1.432988,-0.2525881,0.112873,0.06713647,0.2294865,0.1375163,-0.2479158,0.6342083,0.5177536,-0.002066314,1.635012
Zombie@Walk01,0,0,0,0,0,0.8517017,1.446826,-0.2179123,0.1289894,0.2776274,0.1459672,0.1250354,-0.2945416,0.3314069,0.518469,0.01917943,1.650504
Zombie@Walk01,0.01222222,0,0,0,0,0.8448331,1.439937,-0.2181772,0.1266429,0.2698696,0.1477987,0.1330085,-0.3069531,0.3270226,0.5182771,0.01987566,1.643593
Zombie@Walk01,0.02444444,0,0,0,0,0.8379409,1.433022,-0.2184154,0.1244796,0.2621243,0.1496603,0.141325,-0.3187428,0.3225161,0.5179756,0.02082307,1.636657
Zombie@Walk01,0.03666667,0,0,0,0,0.8316457,1.426691,-0.2186307,0.1222078,0.2543497,0.1529118,0.1517725,-0.3292077,0.3180921,0.5175414,0.0217676,1.630288
Zombie@Walk01,0.04888889,0,0,0,0,0.8269756,1.421942,-0.218852,0.1192881,0.2464597,0.1597073,0.167473,-0.3369055,0.314059,0.5169415,0.0225538,1.62546
Zombie@Walk01,0.06111111,0,0,0,0,0.8222773,1.417153,-0.2190742,0.1164688,0.2385717,0.1663371,0.1836141,-0.3434946,0.3098542,0.5162545,0.02164972,1.620584
Zombie@Walk01,0.07333334,0,0,0,0,0.8185051,1.413244,-0.2192505,0.1153982,0.2283255,0.1723023,0.1962673,-0.3510416,0.3063112,0.5154514,0.02101569,1.616544
Zombie@Walk01,0.08555556,0,0,0,0,0.8154956,1.410043,-0.2194035,0.1159528,0.2161912,0.1777246,0.2059242,-0.3597579,0.3033014,0.514477,0.02163719,1.613163
Zombie@Walk01,0.09777778,0,0,0,0,0.8124534,1.406777,-0.2195745,0.1168013,0.2041651,0.1830164,0.2157595,-0.3680682,0.3001403,0.5133455,0.02241144,1.609694
Zombie@Walk01,0.11,0,0,0,0,0.8107592,1.404773,-0.2196631,0.1171907,0.1921291,0.1890463,0.2336065,-0.3768865,0.2983266,0.5122086,0.02236208,1.607401
Zombie@Walk01,0.1222222,0,0,0,0,0.8093402,1.402977,-0.2197526,0.11766,0.180135,0.1949905,0.2534471,-0.3849076,0.2966819,0.5107671,0.02238533,1.605266
Zombie@Walk01,0.1344444,0,0,0,0,0.8080261,1.401227,-0.2198501,0.1182971,0.1682062,0.2008867,0.2739373,-0.3915007,0.2950634,0.5090411,0.02257687,1.603134
Zombie@Walk01,0.1466667,0,0,0,0,0.8080418,1.400715,-0.2198171,0.1184407,0.156261,0.2088691,0.2990589,-0.3932104,0.2951404,0.5075475,0.02224573,1.602139
Zombie@Walk01,0.1588889,0,0,0,0,0.8080339,1.400103,-0.2197939,0.1188078,0.1443369,0.2162628,0.3242972,-0.3934665,0.2950586,0.5055676,0.02214396,1.600996
Zombie@Walk01,0.1711111,0,0,0,0,0.8085039,1.399912,-0.2196475,0.1191712,0.1324565,0.2235946,0.3452461,-0.3908609,0.2954448,0.5029825,0.02204439,1.600217
Zombie@Walk01,0.1833333,0,0,0,0,0.8097842,1.400481,-0.2193011,0.1193145,0.1206137,0.2313909,0.3587447,-0.3850966,0.2967831,0.5001928,0.02173117,1.600141
Zombie@Walk01,0.1955556,0,0,0,0,0.8109403,1.400845,-0.2190339,0.1195724,0.1087384,0.2386999,0.3723311,-0.3790304,0.2979618,0.4986063,0.02154008,1.600141
Zombie@Walk01,0.2077778,0,0,0,0,0.812919,1.402053,-0.2184886,0.1196567,0.09690471,0.2461799,0.3846328,-0.369904,0.299828,0.4964471,0.02121127,1.601359
Zombie@Walk01,0.22,0,0,0,0,0.8153327,1.40368,-0.2177607,0.1197077,0.085067,0.2535391,0.3964157,-0.3590139,0.3020443,0.4938624,0.02087283,1.602956
Zombie@Walk01,0.2322222,0,0,0,0,0.8176891,1.405178,-0.2170053,0.1199391,0.07321265,0.2604091,0.4085228,-0.3479467,0.3041633,0.4910134,0.02072269,1.604381
Zombie@Walk01,0.2444444,0,0,0,0,0.821118,1.407929,-0.2158535,0.119845,0.06142714,0.266885,0.4183384,-0.3342759,0.307312,0.4881451,0.02032661,1.607049
Zombie@Walk01,0.2566667,0,0,0,0,0.8245803,1.41068,-0.2145936,0.1198595,0.0495918,0.2729028,0.4283634,-0.3203271,0.3104731,0.4851558,0.02005254,1.609692
Zombie@Walk01,0.2688889,0,0,0,0,0.8281654,1.41356,-0.213213,0.1199542,0.03773969,0.2784159,0.438183,-0.3058677,0.3137663,0.4820479,0.01988284,1.612449
Zombie@Walk01,0.2811111,0,0,0,0,0.8325638,1.417495,-0.2115091,0.1198245,0.02598163,0.283389,0.4456008,-0.2891949,0.3179805,0.4789037,0.01957315,1.616288
Zombie@Walk01,0.2933334,0,0,0,0,0.8368499,1.421271,-0.2096697,0.1198289,0.01413898,0.2879278,0.4536786,-0.2726081,0.3220961,0.4757039,0.01940094,1.619957
Zombie@Walk01,0.3055556,0,0,0,0,0.8414409,1.425487,-0.2076659,0.1198258,0.002339512,0.2919764,0.4603635,-0.2548753,0.3265886,0.4724644,0.01926957,1.624087
Zombie@Walk01,0.3177778,0,0,0,0,0.8463815,1.430226,-0.2054285,0.119751,-0.009409491,0.2955942,0.4654275,-0.2357166,0.331733,0.4692031,0.01912092,1.628778
Zombie@Walk01,0.33,0,0,0,0,0.8511727,1.434777,-0.2029838,0.1197862,-0.02124398,0.2988211,0.4713701,-0.2166698,0.3367832,0.4659292,0.0190791,1.633276
Zombie@Walk01,0.3422222,0,0,0,0,0.8563806,1.439969,-0.20042,0.1198878,-0.03236075,0.3007423,0.4773017,-0.1998019,0.3430855,0.4632428,0.01909666,1.638469
Zombie@Walk01,0.3544444,0,0,0,0,0.8614912,1.445124,-0.1976712,0.1199333,-0.04407527,0.3035226,0.4797516,-0.178559,0.3489678,0.4599329,0.01908399,1.643641
Zombie@Walk01,0.3666667,0,0,0,0,0.8662312,1.449868,-0.1946478,0.1198889,-0.05641647,0.3069556,0.4808582,-0.1533477,0.3541866,0.4560372,0.01897803,1.648401
Zombie@Walk01,0.3788889,0,0,0,0,0.8712017,1.455133,-0.1916969,0.1199115,-0.06797188,0.3094842,0.4799111,-0.1306341,0.3608034,0.4528771,0.01903269,1.653746
Zombie@Walk01,0.3911111,0,0,0,0,0.875976,1.460157,-0.1884164,0.1200323,-0.07956452,0.3117726,0.4801823,-0.107445,0.3673068,0.4496334,0.01917908,1.658845
Zombie@Walk01,0.4033333,0,0,0,0,0.8805329,1.465005,-0.1848876,0.1202807,-0.09153642,0.3137476,0.4799727,-0.08422125,0.3739583,0.4465103,0.0193125,1.66378
Zombie@Walk01,0.4155556,0,0,0,0,0.8848028,1.469749,-0.1815284,0.1203789,-0.1027731,0.3154531,0.4763353,-0.06129788,0.3809931,0.4435965,0.01950219,1.668655
Zombie@Walk01,0.4277778,0,0,0,0,0.8889096,1.474276,-0.1778069,0.1206186,-0.1140274,0.3169782,0.4738974,-0.03735725,0.387862,0.4405125,0.01954951,1.673299
Zombie@Walk01,0.44,0,0,0,0,0.8925792,1.478465,-0.1741036,0.1208413,-0.1252241,0.3178784,0.4691584,-0.01479033,0.3947992,0.4377638,0.01959826,1.677612
Zombie@Walk01,0.4522222,0,0,0,0,0.8958706,1.482342,-0.1703232,0.1210899,-0.136414,0.3183092,0.462508,0.007182875,0.4020786,0.4351861,0.0196842,1.681607
Zombie@Walk01,0.4644445,0,0,0,0,0.8990405,1.486035,-0.1661683,0.1215396,-0.1476324,0.318564,0.4569851,0.03056601,0.4090965,0.4323705,0.01995071,1.685394
Zombie@Walk01,0.4766667,0,0,0,0,0.9014509,1.489082,-0.1623452,0.1218249,-0.1586362,0.3179177,0.4474357,0.05096819,0.4163156,0.4301465,0.02011798,1.68852
Zombie@Walk01,0.4888889,0,0,0,0,0.9036177,1.491853,-0.1583083,0.1222441,-0.1696249,0.3169262,0.4377459,0.0719106,0.4233162,0.4278876,0.02041901,1.69134
Zombie@Walk01,0.5011111,0,0,0,0,0.9056044,1.494386,-0.1539912,0.1228456,-0.1806191,0.3156827,0.4283813,0.09384573,0.4300188,0.4254701,0.02089192,1.693889
Zombie@Walk01,0.5133333,0,0,0,0,0.9066921,1.496076,-0.1501964,0.1232392,-0.1914443,0.3134916,0.4121147,0.1125152,0.436827,0.4237149,0.02121788,1.695555
Zombie@Walk01,0.5255556,0,0,0,0,0.9076895,1.497602,-0.1460481,0.1238549,-0.2022852,0.3110192,0.3969747,0.1325715,0.4432467,0.4217337,0.02175037,1.697264
Zombie@Walk01,0.5377778,0,0,0,0,0.9082791,1.498672,-0.141934,0.1245372,-0.2131228,0.3080735,0.3791042,0.1526055,0.4493769,0.4198313,0.02235902,1.698901
Zombie@Walk01,0.55,0,0,0,0,0.9082246,1.499073,-0.1381428,0.125153,-0.2239289,0.3042158,0.3556217,0.1713689,0.4553255,0.4182781,0.02293006,1.699824
Zombie@Walk01,0.5622222,0,0,0,0,0.9080698,1.499306,-0.1340205,0.1259656,-0.2346926,0.2999337,0.3335827,0.1911075,0.4608816,0.4165602,0.02368687,1.700539
Zombie@Walk01,0.5744445,0,0,0,0,0.9071326,1.498702,-0.1303654,0.126901,-0.2455122,0.2952651,0.3076547,0.210515,0.4661067,0.4150959,0.02447359,1.70035
Zombie@Walk01,0.5866667,0,0,0,0,0.9056973,1.497552,-0.1268522,0.1279431,-0.2562901,0.2897915,0.2802882,0.2296755,0.4710159,0.4137636,0.02531214,1.699566
Zombie@Walk01,0.5988889,0,0,0,0,0.9041457,1.496231,-0.1230457,0.1291195,-0.2669453,0.2836407,0.2546955,0.2491282,0.4755675,0.4123348,0.02620675,1.698577
Zombie@Walk01,0.6111111,0,0,0,0,0.9012387,1.4935,-0.1205638,0.1315414,-0.2772294,0.2788272,0.230019,0.2670485,0.4797694,0.4113784,0.02713487,1.696098
Zombie@Walk01,0.6233333,0,0,0,0,0.8981086,1.49051,-0.1180381,0.1341543,-0.2873067,0.2730746,0.2067522,0.2848041,0.483624,0.4103973,0.02813943,1.693331
Zombie@Walk01,0.6355556,0,0,0,0,0.8946213,1.487125,-0.1156554,0.1371795,-0.2970539,0.2670632,0.1866769,0.301536,0.4871398,0.4094655,0.02919079,1.690136
Zombie@Walk01,0.6477778,0,0,0,0,0.8899243,1.482493,-0.1146688,0.1418564,-0.30594,0.264044,0.174907,0.3140455,0.4903798,0.4090312,0.03030976,1.685635
Zombie@Walk01,0.66,0,0,0,0,0.8851903,1.477806,-0.1136359,0.1466744,-0.3145567,0.260263,0.1635803,0.3266686,0.4932651,0.4084885,0.03161265,1.681067
Zombie@Walk01,0.6722223,0,0,0,0,0.8799328,1.472573,-0.1133893,0.1527526,-0.3220847,0.2572346,0.154631,0.3373685,0.4957701,0.4081443,0.03279787,1.67592
Zombie@Walk01,0.6844445,0,0,0,0,0.8740646,1.466715,-0.1141676,0.1604037,-0.3282114,0.2556171,0.1482075,0.3457638,0.4979774,0.4080769,0.03401262,1.670119
Zombie@Walk01,0.6966667,0,0,0,0,0.868174,1.460828,-0.1150028,0.1682983,-0.3338479,0.2536921,0.1419112,0.3542602,0.4999404,0.4079214,0.03568928,1.664285
Zombie@Walk01,0.7088889,0,0,0,0,0.8619977,1.454645,-0.1172467,0.1778906,-0.3363189,0.253015,0.1386717,0.3606436,0.5014018,0.4080455,0.03621592,1.658124
Zombie@Walk01,0.7211111,0,0,0,0,0.8556892,1.448327,-0.1200468,0.1883827,-0.3371113,0.252896,0.1366042,0.3662113,0.502666,0.4082496,0.03598452,1.651817
Zombie@Walk01,0.7333333,0,0,0,0,0.8493469,1.441975,-0.1228838,0.1992178,-0.3371887,0.2527936,0.1346045,0.371775,0.5038502,0.4084011,0.03365737,1.645476
Zombie@Walk01,0.7455556,0,0,0,0,0.8434775,1.436082,-0.1256755,0.2086266,-0.3371902,0.2516079,0.1300124,0.3656033,0.5044525,0.4089021,0.03041142,1.639553
Zombie@Walk01,0.7577778,0,0,0,0,0.8375846,1.430162,-0.1284405,0.21825,-0.3366252,0.2504552,0.1255188,0.3594149,0.5050235,0.4093615,0.02743509,1.633602
Zombie@Walk01,0.77,0,0,0,0,0.8319954,1.424536,-0.1311134,0.2271519,-0.3357196,0.2494048,0.1208401,0.3530688,0.5054843,0.4098918,0.0236128,1.627929
Zombie@Walk01,0.7822222,0,0,0,0,0.8272595,1.419735,-0.1335668,0.2337378,-0.3350247,0.2485391,0.1154793,0.3463336,0.5056499,0.4106728,0.01875526,1.623038
Zombie@Walk01,0.7944444,0,0,0,0,0.8225096,1.414904,-0.1359379,0.2404095,-0.3340235,0.2476497,0.1101808,0.3395926,0.505695,0.4113955,0.01412895,1.618108
Zombie@Walk01,0.8066667,0,0,0,0,0.8186198,1.410898,-0.1381975,0.2460438,-0.3333445,0.2474104,0.1077681,0.3299344,0.5056162,0.41233,0.01207656,1.613957
Zombie@Walk01,0.8188889,0,0,0,0,0.8154395,1.407553,-0.1403401,0.2507873,-0.3329926,0.2476443,0.1079963,0.3178669,0.5053177,0.4133965,0.01230755,1.610416
Zombie@Walk01,0.8311111,0,0,0,0,0.812239,1.404152,-0.1423875,0.2555558,-0.3324794,0.2477748,0.1085778,0.3058295,0.5047742,0.4143594,0.01289654,1.606797
Zombie@Walk01,0.8433334,0,0,0,0,0.8104723,1.402115,-0.145306,0.2643502,-0.3327459,0.2480876,0.1085368,0.2935825,0.5041755,0.4157315,0.01288131,1.604457
Zombie@Walk01,0.8555556,0,0,0,0,0.8090137,1.400321,-0.1482873,0.2740777,-0.3329321,0.248435,0.1085765,0.2813222,0.503316,0.4170637,0.01295283,1.602309
Zombie@Walk01,0.8677778,0,0,0,0,0.807681,1.398593,-0.1512116,0.283358,-0.3328715,0.2487549,0.1088239,0.2690869,0.5021818,0.4183049,0.01323666,1.600184
Zombie@Walk01,0.88,0,0,0,0,0.8077299,1.398177,-0.1550296,0.2878224,-0.3331701,0.2490053,0.108499,0.2566668,0.5010809,0.4200667,0.01297054,1.599273
Zombie@Walk01,0.8922222,0,0,0,0,0.8077663,1.39767,-0.158769,0.2923321,-0.3333873,0.2492861,0.1084471,0.2443026,0.4996946,0.4216588,0.01297872,1.598224
Zombie@Walk01,0.9044445,0,0,0,0,0.8082533,1.397563,-0.1630203,0.2970442,-0.3326499,0.2494367,0.1083617,0.2319372,0.4981432,0.4233377,0.01295923,1.597522
Zombie@Walk01,0.9166667,0,0,0,0,0.8095338,1.398216,-0.1682043,0.3021142,-0.3303082,0.249328,0.1080016,0.2195094,0.4965386,0.4253016,0.01267351,1.597692
Zombie@Walk01,0.9288889,0,0,0,0,0.810796,1.398768,-0.1732717,0.3072751,-0.327892,0.2492365,0.1078946,0.207125,0.4946908,0.4271069,0.01264161,1.598281
Zombie@Walk01,0.9411111,0,0,0,0,0.8128296,1.400129,-0.1789704,0.3147094,-0.3234607,0.2488414,0.1075669,0.1947395,0.49277,0.4291784,0.0123917,1.599632
Zombie@Walk01,0.9533334,0,0,0,0,0.8152856,1.401905,-0.1848801,0.3235406,-0.3178364,0.2482432,0.1072,0.1823397,0.4907455,0.4313546,0.01210454,1.601358
Zombie@Walk01,0.9655555,0,0,0,0,0.8177113,1.403576,-0.1905441,0.3325247,-0.3121274,0.2476184,0.1070583,0.1699511,0.4885347,0.433401,0.01204337,1.602939
Zombie@Walk01,0.9777778,0,0,0,0,0.8211479,1.406459,-0.1961283,0.3433231,-0.304416,0.2465294,0.1065634,0.1576466,0.4863041,0.4358707,0.01162255,1.60572
Zombie@Walk01,0.99,0,0,0,0,0.8246482,1.409373,-0.2014197,0.3544813,-0.2964576,0.2453166,0.1062122,0.1453101,0.4839629,0.4382985,0.01134646,1.608509
Zombie@Walk01,1.002222,0,0,0,0,0.8282906,1.412437,-0.2062947,0.3659385,-0.2881778,0.2439682,0.1059751,0.132991,0.4815171,0.440604,0.01118293,1.611432
Zombie@Walk01,1.014444,0,0,0,0,0.8326686,1.416492,-0.2104408,0.3780645,-0.2786748,0.2422278,0.1054891,0.1208361,0.4790324,0.4432671,0.01075894,1.615372
Zombie@Walk01,1.026667,0,0,0,0,0.8369825,1.420435,-0.214277,0.3903803,-0.2691875,0.2403397,0.105176,0.1085846,0.4764695,0.4461222,0.01051097,1.619189
Zombie@Walk01,1.038889,0,0,0,0,0.8415567,1.424775,-0.2173819,0.4022473,-0.2594082,0.2382405,0.104846,0.09645617,0.4738324,0.4490413,0.01023908,1.623425
Zombie@Walk01,1.051111,0,0,0,0,0.846448,1.429611,-0.2197337,0.4135416,-0.2493133,0.2358836,0.1044515,0.08446661,0.4711393,0.4520509,0.009894386,1.628191
Zombie@Walk01,1.063333,0,0,0,0,0.8512878,1.434356,-0.2218352,0.4250375,-0.2392881,0.2333555,0.104249,0.07236283,0.4684091,0.455013,0.009746257,1.632863
Zombie@Walk01,1.075556,0,0,0,0,0.8563346,1.439531,-0.2227653,0.4349668,-0.2306238,0.2305974,0.1039559,0.06079188,0.465801,0.4583371,0.009494592,1.638016
Zombie@Walk01,1.087778,0,0,0,0,0.8613905,1.444774,-0.2237187,0.4431572,-0.2209573,0.2276619,0.1037205,0.04910726,0.4629844,0.4615401,0.00929819,1.643269
Zombie@Walk01,1.1,0,0,0,0,0.8663076,1.449838,-0.2253577,0.4496607,-0.2088522,0.2245802,0.1036082,0.0369346,0.4597657,0.4643315,0.00922953,1.648342
Zombie@Walk01,1.112222,0,0,0,0,0.8711444,1.455102,-0.2260206,0.4513844,-0.1981081,0.2213646,0.1033224,0.02559883,0.45669,0.4674929,0.008968435,1.653678
Zombie@Walk01,1.124444,0,0,0,0,0.8759205,1.460261,-0.2266851,0.4533406,-0.1872325,0.2179469,0.103247,0.01416636,0.453574,0.4706244,0.00892033,1.658905
Zombie@Walk01,1.136667,0,0,0,0,0.8805301,1.465293,-0.2273153,0.4534048,-0.17583,0.2143678,0.1032925,0.002473027,0.4504258,0.4737632,0.009005347,1.664015
Zombie@Walk01,1.148889,0,0,0,0,0.8847928,1.470149,-0.227906,0.4480878,-0.1629077,0.2106621,0.1033217,-0.009752654,0.447243,0.4769617,0.0091008,1.668982
Zombie@Walk01,1.161111,0,0,0,0,0.8889813,1.474882,-0.2285528,0.4431078,-0.149366,0.2067171,0.1036054,-0.02204358,0.443999,0.4801123,0.009451035,1.673812
Zombie@Walk01,1.173333,0,0,0,0,0.8926298,1.479166,-0.2292163,0.4343184,-0.1347788,0.2032834,0.1034799,-0.02996783,0.440305,0.4828641,0.009229902,1.678202
Zombie@Walk01,1.185556,0,0,0,0,0.8959711,1.483204,-0.2298824,0.4227221,-0.1181374,0.1995362,0.103645,-0.04059709,0.4367543,0.4857933,0.009413585,1.682344
Zombie@Walk01,1.197778,0,0,0,0,0.8992344,1.487105,-0.2305844,0.4117573,-0.1002308,0.1955441,0.104008,-0.051272,0.4331098,0.4886246,0.009796508,1.686326
Zombie@Walk01,1.21,0,0,0,0,0.9017335,1.490344,-0.2311275,0.3964215,-0.08082026,0.1919297,0.1042814,-0.06173085,0.4293912,0.4914247,0.01009651,1.689636
Zombie@Walk01,1.222222,0,0,0,0,0.9039999,1.493321,-0.2316117,0.3808867,-0.05962881,0.1881825,0.1046804,-0.0721931,0.4255583,0.494088,0.01045628,1.692655
Zombie@Walk01,1.234444,0,0,0,0,0.9060987,1.496075,-0.2320246,0.3658226,-0.03690222,0.184251,0.1052404,-0.08269535,0.4216131,0.4966098,0.01057537,1.69542
Zombie@Walk01,1.246667,0,0,0,0,0.9072782,1.497955,-0.2319224,0.3458923,-0.01406754,0.1809019,0.105682,-0.09312657,0.417618,0.4991196,0.01058888,1.697276
Zombie@Walk01,1.258889,0,0,0,0,0.908376,1.499684,-0.2317282,0.3273658,0.01073942,0.1772859,0.1063131,-0.1036278,0.4134861,0.501411,0.01067764,1.69937
Zombie@Walk01,1.271111,0,0,0,0,0.909028,1.500918,-0.2313319,0.3124325,0.03554588,0.1737685,0.1069941,-0.1142097,0.4092405,0.503405,0.01078021,1.701174
Zombie@Walk01,1.283333,0,0,0,0,0.9089808,1.501422,-0.2306506,0.3022541,0.05827028,0.170642,0.1076284,-0.1248503,0.4049352,0.5050678,0.01083912,1.702208
Zombie@Walk01,1.295556,0,0,0,0,0.9088239,1.501751,-0.2299724,0.293078,0.08181248,0.1672616,0.1084222,-0.1355135,0.4005304,0.5072711,0.01101438,1.703027
Zombie@Walk01,1.307778,0,0,0,0,0.9079103,1.501263,-0.2289542,0.2800776,0.1034566,0.1643412,0.1092366,-0.1464531,0.3960278,0.5092702,0.01117867,1.702965
Zombie@Walk01,1.32,0,0,0,0,0.9065512,1.500278,-0.227587,0.265321,0.1243628,0.1616757,0.1101466,-0.1575112,0.391448,0.5108878,0.01141669,1.702357
Zombie@Walk01,1.332222,0,0,0,0,0.9051291,1.499178,-0.226048,0.2516327,0.1460096,0.1588991,0.1112403,-0.168518,0.3868037,0.5122677,0.01181317,1.7016
Zombie@Walk01,1.344445,0,0,0,0,0.9025789,1.496881,-0.2246785,0.2352723,0.1637151,0.1568686,0.1123411,-0.1801556,0.3820423,0.5136286,0.0121103,1.699568
Zombie@Walk01,1.356667,0,0,0,0,0.8998635,1.494381,-0.2229276,0.2193972,0.1814292,0.1549657,0.1135714,-0.1916943,0.3772341,0.5147766,0.01256987,1.697303
Zombie@Walk01,1.368889,0,0,0,0,0.8968729,1.491565,-0.221029,0.2043672,0.1987074,0.1531868,0.1149007,-0.2031952,0.3723675,0.5157248,0.01314551,1.694689
Zombie@Walk01,1.381111,0,0,0,0,0.8928581,1.487673,-0.2199114,0.1898848,0.2124677,0.1518425,0.1161889,-0.2150991,0.3673816,0.5166245,0.01363959,1.690939
Zombie@Walk01,1.393333,0,0,0,0,0.8887947,1.483714,-0.2183121,0.1759672,0.2264728,0.1506783,0.11759,-0.2267438,0.3623691,0.5173151,0.01434086,1.687108
Zombie@Walk01,1.405556,0,0,0,0,0.8840746,1.479067,-0.2171203,0.164003,0.2387027,0.149641,0.1189175,-0.2383314,0.357283,0.5178467,0.01504387,1.682557
Zombie@Walk01,1.417778,0,0,0,0,0.8785906,1.473632,-0.2167014,0.1540204,0.2486872,0.148725,0.1201676,-0.2499225,0.3521027,0.5182643,0.01572785,1.677186
Zombie@Walk01,1.43,0,0,0,0,0.8730765,1.468159,-0.2160368,0.1442725,0.2587892,0.1479984,0.1215518,-0.2612732,0.3468845,0.5185187,0.01661815,1.671773
Zombie@Walk01,1.442222,0,0,0,0,0.8662832,1.461385,-0.2163792,0.1382456,0.265857,0.1472609,0.1226419,-0.2725518,0.3417638,0.5186548,0.01735787,1.665028
Zombie@Walk01,1.454445,0,0,0,0,0.8590013,1.454115,-0.2171507,0.1335951,0.271749,0.1465629,0.1237496,-0.2836637,0.3366231,0.5186417,0.01817048,1.657776
Zombie@Walk01,1.466667,0,0,0,0,0.8517017,1.446826,-0.2179123,0.1289894,0.2776274,0.1459672,0.1250354,-0.2945416,0.3314069,0.518469,0.01917943,1.650504
Zombie@Attack01,0,0,0,0,0,0.8561259,1.432988,-0.2525881,0.112873,0.06713647,0.2294865,0.1375163,-0.2479158,0.6342083,0.5177536,-0.002066314,1.635012
Zombie@Attack01,0.01111111,0,0,0,0,0.8561553,1.43207,-0.2522132,0.1137767,0.06829342,0.2294211,0.135492,-0.2458784,0.6297993,0.4997828,-0.0009329617,1.6341
Zombie@Attack01,0.02222222,0,0,0,0,0.856142,1.431091,-0.2518311,0.1147196,0.06949176,0.2293598,0.1334836,-0.2436453,0.6248485,0.480303,0.0002370775,1.633128
Zombie@Attack01,0.03333334,0,0,0,0,0.8560849,1.430049,-0.2514381,0.1157005,0.07072736,0.2293084,0.131491,-0.2412203,0.6194072,0.4594037,0.001441419,1.632093
Zombie@Attack01,0.04444445,0,0,0,0,0.856725,1.428323,-0.249648,0.1173029,0.07418767,0.2290933,0.1262585,-0.2361148,0.6071059,0.4072909,0.003870904,1.63043
Zombie@Attack01,0.05555556,0,0,0,0,0.8569955,1.426167,-0.2476394,0.118977,0.07796722,0.2292918,0.1210672,-0.2298016,0.5928025,0.3519894,0.006404132,1.628518
Zombie@Attack01,0.06666667,0,0,0,0,0.8569974,1.423669,-0.2455982,0.1209116,0.08190324,0.2298284,0.1159882,-0.2223493,0.5770434,0.2943196,0.009213984,1.626252
Zombie@Attack01,0.07777778,0,0,0,0,0.8585485,1.423592,-0.2419172,0.1210908,0.08745196,0.2309126,0.1114105,-0.2158155,0.5578021,0.2148108,0.01091886,1.626459
Zombie@Attack01,0.08888889,0,0,0,0,0.8595947,1.423,-0.2379094,0.1213481,0.0933015,0.2330084,0.106649,-0.2083709,0.5370476,0.1344718,0.01162094,1.626131
